cluster,lang,mapped_product,predict_product,product_name,question,subproduct_id,subproduct_name,verification
Others,ru,Cards,Cards,Карты,что делать если забыл пин-код?,2,Cards_Common,1
Others,ru,PKO,PKO,ПКО ФЛ,Когда платить если дата погашения выпала на выходной день?,1220,V_ramkah_kalendarnogo_mesjatsa_do_kontsa_sroka_kreditovanija,1
Cards,ru,Cards,Cards,Карты,Где можно скачать Visa Airport Companion для доступа к лаундж-залам в аэропорту по картам #IronCard и #TravelCard?,3,IronCard,1
Others,ru,PKO,PKO,ПКО ФЛ,После отсрочки изменится ежемесячный платеж?,158,PKO_Common,1
Others,ru,PKO,PKO,ПКО ФЛ,Как заменить гарант?,1218,Vysvobozhdenie_garanta_sozaemschika,1
Deposits,ru,Cards,Cards,Карты,как открыть счет?,2,Cards_Common,1
Others,ru,PKO,Credits,ПКО ФЛ,Есть ли комиссии по отсрочке?,158,PKO_Common,0
Others,ru,PKO,Zalogovoe,ПКО ФЛ,Какая комиссия за изменение структуры залогового обеспечения?,1218,Vysvobozhdenie_garanta_sozaemschika,0
Avtokredit,ru,Credits,Avtokredit,Кредиты,Какие документы нужны для автокредита новое авто в автосалоне?,27,Avto_avtosalon,0
Cards,ru,Cards,Cards,Карты,как открыть валютный счет к карте?,2,Cards_Common,1
Cards,ru,Cards,Cards,Карты,Как можно снять деньги без карты?,2,Cards_Common,1
Cards,ru,Cards,Cards,Карты,Как сделать monocard мультивалютной?,54,bccpay_2_0,1
Cards,ru,Cards,Cards,Карты,"Если счета арестованы, могу я открыть карту?",2,Cards_Common,1
Ipoteka,ru,Credits,Ipoteka,Кредиты,До какого возраста можно участвовать в 7-20-25?,32,_7_20_25,0
Ipoteka,ru,Credits,Ipoteka,Кредиты,На какое жилье можно использовать онлайн ипотеку?,28,Online_ipoteka,0
Transfers,ru,Transfers,Transfers,Переводы,Какова комиссия за перевод SWIFT и какие тарифы у вас есть?,13,Swift,1
Others,ru,Savings,Savings,Сбережения,Какие операции можно делать по Специальному текущему счету?,20,Accounts,1
BCC_KZ,ru,Savings,Savings,Сбережения,Нужно ли платить налог с дивидендов по инвестициям через BCC.KZ?,1248,Investitsii_v_bcc_kz,1
BCC_KZ,ru,Savings,Savings,Сбережения,Плюсы инвестиций в bcc.kz,1248,Investitsii_v_bcc_kz,1
Avtokredit,ru,Credits,Avtokredit,Кредиты,"Какая франшиза, в страховке для авто с пробегом через автосалон?",23,Avtokredit_probeg_avtosalon,0
BCC_KZ,ru,Savings,Savings,Сбережения,Когда биржа отклоняет заявки в bcc.kz?,1248,Investitsii_v_bcc_kz,1
BCC_KZ,ru,Cards,Cards,Карты,как открыть текущий счет через приложение?,2,Cards_Common,1
Cards,ru,Cards,Cards,Карты,Как сделать Visa Silver MonoCard мультивалютной?,54,bccpay_2_0,1
Cards,ru,Cards,Cards,Карты,Может ли клиент управлять деньгами ребенка на карте #Junior?,7,JuniorBank,1
Cards,ru,Cards,Cards,Карты,Как можно открыть карту #картакарта?,4,CardCard,1
Cards,ru,Cards,Cards,Карты,Через банкоматы каких банков могу пополнить карту,2,Cards_Common,1
Others,ru,Savings,Savings,Сбережения,Нужно ли платить налог с дохода от продажи инвестиционного золота?,18,Gold,1
Deposits,ru,Savings,Savings,Сбережения,Как закрыть металлический счёт?,51,Metal,1
Avtokredit,ru,Credits,Avtokredit,Кредиты,Как узнать размер страховой выплаты по авто с пробегом через автосалон?,23,Avtokredit_probeg_avtosalon,0
Cards,ru,Cards,Cards,Карты,как открыть счет к карте?,2,Cards_Common,1
Others,ru,Cards,Cards,Карты,"Карта осталась в банкомате, что делать",2,Cards_Common,1
Others,ru,Savings,Savings,Сбережения,Оформление аренды сейфовых услуг,19,Safe,1
Others,ru,Cards,Cards,Карты,Сколько гостей могут меня сопровождать?,2,Cards_Common,1
Others,ru,Savings,Savings,Сбережения,Гарантирует ли банк сохранность вещей в сейфе?,19,Safe,1
Others,ru,Savings,Savings,Сбережения,Какие правила у металлического счёта?,51,Metal,1
BCC_KZ,ru,Savings,Savings,Сбережения,Есть ли поддержка клиентов для инвестиций в bcc.kz?,1248,Investitsii_v_bcc_kz,1
Others,ru,Savings,Savings,Сбережения,"Какие налоги нужно платить, если владеешь золотыми слитками?",18,Gold,1
Deposits,ru,Cards,Savings,Карты,Как можно открыть счет?,2,Cards_Common,0
Others,ru,Savings,Savings,Сбережения,Нужно ли платить налог с дохода от продажи ценных бумаг через BCC Invest?,1248,Investitsii_v_bcc_kz,1
Others,ru,Savings,Savings,Сбережения,Что входит в состав портфеля ПИФов от BCC Invest?,1248,Investitsii_v_bcc_kz,1
Others,ru,Savings,Savings,Сбережения,Как проводить операции с металлическим счётом?,51,Metal,1
BCC_KZ,ru,Cards,Cards,Карты,Видит ли клиент карту ребенка в своем мобильном приложении BCC.KZ?,7,JuniorBank,1
Others,ru,Savings,Savings,Сбережения,"Когда акции зачислятся и когда вернут остаток денег, если заявка выполнена частично?",1248,Investitsii_v_bcc_kz,1
Others,ru,Savings,Savings,Сбережения,В чём плюсы покупки золотых слитков?,18,Gold,1
Others,ru,Savings,Savings,Сбережения,"Что будет, если человек с доверенностью придет без заявления от арендатора по сейфу?",19,Safe,1
Cards,ru,Savings,Savings,Сбережения,Когда можно снять деньги с текущего счёта без комиссии?,20,Accounts,1
Others,ru,Savings,Savings,Сбережения,Какие преимущества у FX-обменника?,43,FX_exchanger,1
Others,ru,Cards,Cards,Карты,Нужно ли платить за ребенка в бизнес-зале Dragon Pass?,2,Cards_Common,1
Avtokredit,ru,Credits,Avtokredit,Кредиты,Какой тариф на КАСКО для автокредита с пробегом от физ.лиц?,24,Avtokredit_probeg_fl,0
Others,ru,Savings,Savings,Сбережения,Как быстро обновляются курсы в FX-обменнике?,43,FX_exchanger,1
Others,ru,Savings,Savings,Сбережения,Из-за чего может меняться сумма заказа слитков при выдаче?,18,Gold,1
Cards,ru,Cards,Cards,Карты,Возможно ли получить кредитный лимит при уже открытой карте без кредитного лимита?,4,CardCard,1
BCC_KZ,ru,Savings,Savings,Сбережения,Сколько стоят операции с ценными бумагами в bcc.kz?,1248,Investitsii_v_bcc_kz,1
Avtokredit,ru,Credits,Avtokredit,Кредиты,В каких случаях покрывается страховка для автокредита с пробегом от физ.лиц?,24,Avtokredit_probeg_fl,0
Others,ru,Credits,Payments,Кредиты,Что такое накопительная система?,147,Credits_Common,0
Avtokredit,ru,Credits,Avtokredit,Кредиты,Кто может оформить автокредит на авто через автосалон с пробегом?,23,Avtokredit_probeg_avtosalon,0
Others,ru,Credits,Zalogovoe,Кредиты,Кто может взять кредит под залог недвижимости?,31,Zalog_nedvizhimosti,0
BCC_KZ,ru,Cards,Cards,Карты,Видит ли ребенок в мобильном приложении Junior Bank средства на карте клиента?,7,JuniorBank,1
Transfers,ru,Transfers,Transfers,Переводы,Расскажите о сервисе Перевод в Узбекистан?,42,UzbekistanTransfers,1
Ipoteka,ru,Credits,Ipoteka,Кредиты,меня интересует #Ипотека ПЛЮС,21,Ipoteka,0
Others,ru,Savings,Savings,Сбережения,Как получить доступ к своей сейфовой ячейке?,19,Safe,1
Others,ru,Savings,Savings,Сбережения,Зачем сохранять упаковку золотого слитка?,18,Gold,1
Transfers,ru,Transfers,Transfers,Переводы,Можно ли совершить перевод без подтверждения смс?,53,CardTransfers,1
Others,ru,Savings,Savings,Сбережения,С какой суммой можно начать инвестиций?,1248,Investitsii_v_bcc_kz,1
Cards,ru,Cards,Cards,Карты,украли карту,2,Cards_Common,1
Others,ru,Cards,Cards,Карты,Когда заканчивается срок действия моей карты?,2,Cards_Common,1
Avtokredit,ru,Credits,Avtokredit,Кредиты,"Какая франшиза, в страховке для автокредита?",24,Avtokredit_probeg_fl,0
BCC_KZ,ru,Savings,Transfers,Сбережения,Какая комиссия при переводе с приложения BCC.KZ на счёт в другом банке РК?,20,Accounts,0
BCC_KZ,ru,Savings,Savings,Сбережения,Что из доходов по ценным бумагам нужно указывать в налоговой декларации в Казахстане?,1248,Investitsii_v_bcc_kz,1
Ipoteka,ru,Credits,Ipoteka,Кредиты,Могу узнать номер очереди по ипотеке 7-20-25?,32,_7_20_25,0
BCC_KZ,ru,Savings,Savings,Сбережения,Есть ли комиссии при инвестициях на bcc.kz?,1248,Investitsii_v_bcc_kz,1
Avtokredit,ru,Credits,Avtokredit,Кредиты,На какой срок дается страхование для авто с пробегом через автосалоны?,23,Avtokredit_probeg_avtosalon,0
Ipoteka,ru,Credits,Ipoteka,Кредиты,Какой минимальный первоначальный взнос по 7-20-25?,32,_7_20_25,0
Ipoteka,ru,Credits,Ipoteka,Кредиты,Есть ли требования по кредитной историй для онлайн ипотеки?,28,Online_ipoteka,0
Ipoteka,ru,Credits,Ipoteka,Кредиты,Что можно предоставить вместо первоначального взноса по онлайн ипотеке?,28,Online_ipoteka,0
Avtokredit,ru,Credits,Avtokredit,Кредиты,С какого возраста можно оформить автокредит на авто с пробегом через автосалон?,23,Avtokredit_probeg_avtosalon,0
Avtokredit,ru,Credits,Avtokredit,Кредиты,Какой максимальный срок для льготного автокредита?,26,Lgotnoe_avtokredit,0
Others,ru,Credits,Zalogovoe,Кредиты,Как подать документы по страховке при кредите под залог недвижимости?,31,Zalog_nedvizhimosti,0
BCC_KZ,ru,Savings,Savings,Сбережения,Как осуществляются пополнение и вывод средств при инвестициях в мобильном приложении bcc.kz?,1248,Investitsii_v_bcc_kz,1
Others,ru,Credits,Credits,Кредиты,"Можно ли отказаться от страховки, если прошло меньше 14 дней?",147,Credits_Common,1
Cards,ru,Savings,Savings,Сбережения,Можно ли пополнять специальный текущий счёт?,20,Accounts,1
Avtokredit,ru,Credits,Avtokredit,Кредиты,Какие документы нужны военнослужащим для автокредита на авто с пробегом через автосалоны?,23,Avtokredit_probeg_avtosalon,0
BCC_KZ,ru,Savings,Savings,Сбережения,Какие ценные бумаги можно купить в приложении bcc.kz?,1248,Investitsii_v_bcc_kz,1
BCC_KZ,ru,Savings,Savings,Сбережения,Я могу инвестировать через bcc.kz?,1248,Investitsii_v_bcc_kz,1
Ipoteka,ru,Credits,Ipoteka,Кредиты,Какие требования к жилью в 7-20-25?,32,_7_20_25,0
Others,ru,Credits,Avtokredit,Кредиты,Можно ли у вас купить машину в кредит под 4%?,26,Lgotnoe_avtokredit,0
Cards,ru,Cards,Cards,Карты,Как я могу воспользоваться кешбэком по пенсионной карте?,8,UlkengeKurmet,1
Avtokredit,ru,Credits,Avtokredit,Кредиты,Какой срок страхования для автокредита с пробегом от физ.лиц?,24,Avtokredit_probeg_fl,0
Others,ru,Cards,Cards,Карты,Близкий человек может за меня перевыпустить карту?,2,Cards_Common,1
Others,ru,Cards,Cards,Карты,Сколько времени я могу находиться в бизнес-зале Dragon Pass?,2,Cards_Common,1
Ipoteka,ru,Savings,Ipoteka,Сбережения,Берут ли 10 000 ₸ за открытие эскроу-счёта при оформлении ипотеки 7-20-25?,20,Accounts,0
BCC_KZ,ru,Savings,Savings,Сбережения,Какие условия для инвестиций в bcc.kz?,1248,Investitsii_v_bcc_kz,1
Others,ru,Savings,Savings,Сбережения,Можно ли отменить заказ на золотые слитки и вернут ли предоплату?,18,Gold,1
Avtokredit,ru,Credits,Avtokredit,Кредиты,Существуют ли обязательные требования по страхованию Льготном автокредитовании?,26,Lgotnoe_avtokredit,0
Cards,ru,Cards,Cards,Карты,Где можно посмотреть список партнеров по карте #картакарта?,4,CardCard,1
Others,ru,Savings,Savings,Сбережения,"В чём суть инвестиции ""Разумный баланс"" от BCC Invest?",1248,Investitsii_v_bcc_kz,1
Avtokredit,ru,Credits,Avtokredit,Кредиты,Какой размер первоначального взноса по программе новый электромобиль в автосалоне?,27,Avto_avtosalon,0
Avtokredit,ru,Credits,Avtokredit,Кредиты,как подать заявку на льготное автокредитование,26,Lgotnoe_avtokredit,0
BCC_KZ,ru,Savings,Savings,Сбережения,Когда акции будут видны в портфеле после покупки в bcc.kz?,1248,Investitsii_v_bcc_kz,1
Others,ru,Credits,Zalogovoe,Кредиты,Какой возраст нужен для кредита под залог недвижимости?,31,Zalog_nedvizhimosti,0
Avtokredit,ru,Credits,Avtokredit,Кредиты,Как определяется полная гибель авто с пробегом через автосалон?,23,Avtokredit_probeg_avtosalon,0
Transfers,ru,Savings,Savings,Сбережения,Сколько стоит безналичный перевод со специального текущего счёта?,20,Accounts,1
Others,ru,Savings,Savings,Сбережения,"Как регулируется работа ПИФов ""Паевой Инвестиционный Фонд"" BCC Invest?",1248,Investitsii_v_bcc_kz,1
Others,ru,Savings,Savings,Сбережения,"Какие особенности у ПИФа ""Валютный"" от BCC Invest?",1248,Investitsii_v_bcc_kz,1
Others,ru,Savings,Savings,Сбережения,Какие особенности делают золотые слитки безопасными?,18,Gold,1
Ipoteka,ru,Credits,Ipoteka,Кредиты,Какая ставка вознаграждения по программе 7-20-25?,32,_7_20_25,0
Transfers,ru,Savings,Savings,Сбережения,Как перевести деньги с текущего счёта для жилищных выплат?,20,Accounts,1
BCC_KZ,ru,Savings,Savings,Сбережения,Как проходят торги в приложении bcc.kz?,1248,Investitsii_v_bcc_kz,1
Others,ru,Savings,Savings,Сбережения,Как клиент платит комиссию за операции по Специальному текущему счету?,20,Accounts,1
BCC_KZ,ru,Savings,Savings,Сбережения,Облагается ли налогом купонный доход по инвестициям через BCC.KZ?,1248,Investitsii_v_bcc_kz,1
Others,ru,Savings,Savings,Сбережения,Где можно получить выписку по металлическому счёту?,51,Metal,1
Others,ru,Savings,Savings,Сбережения,Какой документ нужен для покупки Золотых слитков?,18,Gold,1
BCC_KZ,ru,Savings,Savings,Сбережения,Как открыть инвестиционный счёт в приложении bcc.kz?,1248,Investitsii_v_bcc_kz,1
Ipoteka,ru,Credits,Ipoteka,Кредиты,Какие ЖК рассматриваются по Ипотеке ДДУ?,22,Ipoteka_DDU,0
Others,ru,Savings,Savings,Сбережения,Как я буду управлять инвестициями?,1248,Investitsii_v_bcc_kz,1
Others,ru,Savings,Savings,Сбережения,Как совершить TOM/SPOT в fx-обменнике?,43,FX_exchanger,1
Others,ru,Credits,Zalogovoe,Кредиты,Условия кредита под залог недвижимости,31,Zalog_nedvizhimosti,0
Others,ru,Savings,Savings,Сбережения,Какая минимальная сумма для FX-обменника?,43,FX_exchanger,1
Others,ru,Savings,Savings,Сбережения,Кто может использовать FX-обменник?,43,FX_exchanger,1
Deposits,ru,Deposits,Deposits,Депозиты,Сколько времени занимает закрытие депозита?,10,Deposits_Common,1
Others,ru,Savings,Credits,Сбережения,"Что с комиссией, если деньги по ошибке отправили на спецсчёт и их вернули?",20,Accounts,0
Cards,ru,Cards,Cards,Карты,Я могу пополнить карту наличными через банкомат другого банка?,2,Cards_Common,1
Avtokredit,ru,Credits,Avtokredit,Кредиты,Как решается выплата страхования для кредита новое авто в автосалоне?,27,Avto_avtosalon,0
Deposits,ru,Savings,Savings,Сбережения,Есть ли комиссия за закрытие счёта?,20,Accounts,1
Others,ru,Savings,Savings,Сбережения,Какая минимальная сумма для персонального курса в FX-обменнике?,43,FX_exchanger,1
Others,ru,Savings,Savings,Сбережения,Зачем нужен FX обменник?,43,FX_exchanger,1
Others,ru,Savings,Savings,Сбережения,Комиссия по операциям FX-обменника?,43,FX_exchanger,1
Ipoteka,ru,Credits,Ipoteka,Кредиты,Где должно находиться жилье для участия в 7-20-25?,32,_7_20_25,0
Others,ru,Savings,Savings,Сбережения,"Что будет, если не смогу прийти за золотыми слитками в день выдачи?",18,Gold,1
Others,ru,Savings,Savings,Сбережения,Как происходит продление аренды сейфовой ячейки?,19,Safe,1
Others,ru,Savings,Savings,Сбережения,Сколько стоит открыть специальный счёт для жилищных выплат?,20,Accounts,1
BCC_KZ,ru,Savings,BCC_KZ,Сбережения,Где посмотреть статус заявки в приложении bcc.kz?,1248,Investitsii_v_bcc_kz,0
Others,ru,Credits,Zalogovoe,Кредиты,В каких случаях титульное страхование по кредиту под залог недвижимости обеспечивает защиту?,31,Zalog_nedvizhimosti,0
Deposits,ru,Savings,Savings,Сбережения,Какая комиссия за открытие счета?,20,Accounts,1
Transfers,ru,Savings,Transfers,Сбережения,Какая комиссия за перевод в тенге внутри банка другим людям?,20,Accounts,0
Others,ru,Savings,Savings,Сбережения,На что можно тратить деньги со специального счёта для жилищных выплат?,20,Accounts,1
Others,ru,Savings,Savings,Сбережения,Как оформить доверенность для передачи права пользования сейфовой ячейкой?,19,Safe,1
Others,ru,Savings,Savings,Сбережения,Как выкупить обратно золотые слитки?,18,Gold,1
Others,ru,Savings,Savings,Сбережения,Лимиты операции с металлическим счетом,51,Metal,1
Others,ru,Savings,Savings,Сбережения,Какое максимальное количество драгоценных металлов на металлическом счете?,51,Metal,1
Cards,ru,Cards,Cards,Карты,Я могу пополнить карту наличными через зарубежный банкомат?,2,Cards_Common,1
Cards,ru,Savings,Cards,Сбережения,лимиты текущего счета,20,Accounts,0
Others,ru,Savings,Savings,Сбережения,Условия для аренды Сейфовых услуг,19,Safe,1
Others,ru,Savings,Credits,Сбережения,Как расторгнуть договор на жилищные выплаты?,20,Accounts,0
Deposits,ru,Savings,Savings,Сбережения,Условия открытия Специального текущего счета,20,Accounts,1
Cards,ru,Cards,Cards,Карты,Что такое кешбэк?,4,CardCard,1
Deposits,ru,Deposits,Deposits,Депозиты,Как открыть депозит?,10,Deposits_Common,1
Others,ru,Savings,Savings,Сбережения,Какие документы нужны для обратного выкупа золотых слитков?,18,Gold,1
Cards,ru,Savings,Savings,Сбережения,Есть ли ограничения на взимание комиссии по операциям со специального текущего счёта?,20,Accounts,1
Others,ru,Savings,Savings,Сбережения,Есть ли предоплата при покупке золотых слитков?,18,Gold,1
Others,ru,Savings,Savings,Сбережения,Могут ли арестовать специальный текущий счёт?,20,Accounts,1
Others,ru,Savings,Other,Сбережения,Обслуживание и ведение счета,20,Accounts,0
Transfers,ru,Savings,Transfers,Сбережения,Сколько стоит перевод между своими счетами внутри банка?,20,Accounts,0
Others,ru,Savings,Savings,Сбережения,Как применяется НДС при покупке и продаже золотых слитков?,18,Gold,1
Others,ru,Savings,Savings,Сбережения,Какие условия металлического счёта?,51,Metal,1
Others,ru,Savings,Savings,Сбережения,Каковы характеристики золотых слитков?,18,Gold,1
Others,ru,Savings,Credits,Сбережения,Какая комиссия за исполнение платёжного требования или инкассового распоряжения?,20,Accounts,0
Avtokredit,ru,Credits,Avtokredit,Кредиты,Когда откроется очередь по льготному автокредитованию под 4%?,26,Lgotnoe_avtokredit,0
Others,ru,Savings,Savings,Сбережения,"Нужно ли платить налог, если получил инвестиционное золото в подарок?",18,Gold,1
Others,ru,Savings,Savings,Сбережения,Как закрыть специальный текущий счёт? Что происходит с остатком средств если закрыть специальный счёт?,20,Accounts,1
Deposits,ru,Deposits,Deposits,Депозиты,Что происходит после досрочного расторжения депозита Моя цель?,12,My_goal,1
Others,ru,Savings,Savings,Сбережения,Как купить или продать золотые слитки?,18,Gold,1
BCC_KZ,ru,Transfers,Transfers,Переводы,"С какого счета можно отправить перевод «золотая Корона», через мобильное приложение?",15,Koronapay,1
Cards,ru,Cards,Cards,Карты,"я студент  из Узбекистана, как мне открыть карту (счет)?",2,Cards_Common,1
Others,ru,Credits,Zalogovoe,Кредиты,Какие виды есть страхования для кредитов под залог недвижимости?,31,Zalog_nedvizhimosti,0
Avtokredit,ru,Credits,Avtokredit,Кредиты,Как определяется полная гибель по автокредиту новое авто в автосалоне?,27,Avto_avtosalon,0
Others,ru,Cards,Cards,Карты,Третье лицо за меня может перевыпустить карту?,2,Cards_Common,1
Transfers,ru,Transfers,Transfers,Переводы,Каков график отправки переводов Swift?,13,Swift,1
Others,ru,Cards,Cards,Карты,Хочу убрать кредитный лимит?,4,CardCard,1
Others,ru,Savings,Savings,Сбережения,какие есть валютные пары?,43,FX_exchanger,1
Ipoteka,ru,Credits,Ipoteka,Кредиты,Какое требование по квартирной площади от 151 до 250 кв.м не в жилых комплексах для Онлайн ипотеки?,28,Online_ipoteka,0
Transfers,ru,Transfers,Transfers,Переводы,Почему перевод по номеру телефона не дошел до получателя?,17,MobileTransfers,1
Transfers,ru,Transfers,Transfers,Переводы,Какую информацию нужно указать для перевода на счет?,16,AccountTransfers,1
Avtokredit,ru,Credits,Avtokredit,Кредиты,Как рассчитывается стоимость восстановления автомобиля по автокредиту авто с пробегом через автосалон?,23,Avtokredit_probeg_avtosalon,0
Ipoteka,ru,Credits,Ipoteka,Кредиты,Для чего программа 7-20-25?,32,_7_20_25,0
Others,ru,Cards,Cards,Карты,Банкомат сьел мою карту,2,Cards_Common,1
Cards,ru,Transfers,Cards,Переводы,Каковы условия перевода на карту зарубежного банка для карты #bccpay?,17,MobileTransfers,0
BCC_KZ,ru,Transfers,Transfers,Переводы,Можно отправить юани через Swift в приложении?,13,Swift,1
Ipoteka,ru,Credits,Ipoteka,Кредиты,Какие ограничения есть по системам отопления для #Ипотеки/Ипотеки+,21,Ipoteka,0
Ipoteka,ru,Credits,Ipoteka,Кредиты,Как увеличить шансы на одобрения кредита по 7-20-25?,32,_7_20_25,0
Others,ru,Cards,Cards,Карты,Хочу обнулить кредитный лимит?,4,CardCard,1
Others,ru,Savings,Savings,Сбережения,какие металлы можно купить?»,51,Metal,1
Avtokredit,ru,Credits,Avtokredit,Кредиты,Какова политика по досрочному погашению при займе на срок более 1 года по программе Новое авто в автосалоне?,27,Avto_avtosalon,0
Others,ru,Cards,Cards,Карты,Банкомат проглотил мою карту,2,Cards_Common,1
BCC_KZ,ru,Transfers,Transfers,Переводы,Какая комиссия за перевод в другой банк РК по номеру телефона в мобильном приложений BCC.KZ по карте #картакарта?,17,MobileTransfers,1
Avtokredit,ru,Credits,Avtokredit,Кредиты,"Как военнослужащие могут получить ""авто с пробегом через автосалон""?",23,Avtokredit_probeg_avtosalon,0
Others,ru,Savings,Savings,Сбережения,Сейфовые ячейки какого размера?,19,Safe,1
Others,ru,PKO,Ipoteka,ПКО ФЛ,Можно ли продавать или отчуждать жилье приобретённое за счёт ЕПВ?,158,PKO_Common,0
Others,ru,Credits,BCC_KZ,Кредиты,Нужно ли что-то делать с уведомлениями при получении кредита?,25,Kredit_nalichnymi,0
Others,ru,Credits,Zalogovoe,Кредиты,Какая максимальная сумма займа по кредиту под залог недвижимости?,31,Zalog_nedvizhimosti,0
Avtokredit,ru,Credits,Avtokredit,Кредиты,Как рассчитываются страховые выплаты по кредиту Новое авто в автосалоне?,27,Avto_avtosalon,0
Avtokredit,ru,Credits,Avtokredit,Кредиты,Что делать при наступлении страхового случая по автокредиту новое авто через автосалон?,27,Avto_avtosalon,0
Avtokredit,ru,Credits,Avtokredit,Кредиты,Когда выплачивается страховка для нового авто в автосалоне?,27,Avto_avtosalon,0
Others,ru,Credits,Credits,Кредиты,Как пенсионеру подать заявку на кредит наличными?,25,Kredit_nalichnymi,1
Others,ru,Cards,Cards,Карты,"Я забыл карту в банкомате, что мне делать?",2,Cards_Common,1
Others,ru,Credits,Credits,Кредиты,"Что нужно военнослужащим, чтобы оформить кредит наличными?",25,Kredit_nalichnymi,1
Credits,ru,Credits,Credits,Кредиты,Какие тарифы при досрочном погашении кредита наличными?,25,Kredit_nalichnymi,1
Others,ru,Cards,Cards,Карты,"Мне пришло уведомление, что карта готова. Может ли мой сын забрать мою карту?",2,Cards_Common,1
Others,ru,Cards,Cards,Карты,Может третье лицо по доверенности перевыпустить карту?,2,Cards_Common,1
Avtokredit,ru,Credits,Avtokredit,Кредиты,Что делать при наступлении страхового случая по льготному  автокредиту?,26,Lgotnoe_avtokredit,0
Cards,ru,Cards,Cards,Карты,"Какую информацию необходимо знать, чтобы пополнить наличными карту (без присутствия карты) через банкомат с функцией Cash In/ Информационно-Платежный Терминал (ИПТ)?",2,Cards_Common,1
Others,ru,Cards,Cards,Карты,"Я забыл карту в банкомате, где я могу получить карту?",2,Cards_Common,1
Others,ru,Credits,Credits,Кредиты,"Какие документы нужны для кредита наличными, если человек живёт в зоне экологического бедствия?",25,Kredit_nalichnymi,1
BCC_KZ,ru,BCC_KZ,BCC_KZ,BСС.KZ,"Не приходит ""СМС"" от банка в приложении для подтверждении оплаты?",1223,BCC_KZ_Common,1
Ipoteka,ru,PKO,Ipoteka,ПКО ФЛ,Можно ли использовать ЕПВ для покупки жилья по договору долевого участия?,158,PKO_Common,0
Others,ru,Cards,Cards,Карты,"Моя карта в отделении банка, может ли другой человек забрать мою карту?",2,Cards_Common,1
Ipoteka,ru,Credits,Ipoteka,Кредиты,Можно ли подать заявку на 7-20-25 без подтверждения дохода?,32,_7_20_25,0
Others,ru,Credits,Credits,Кредиты,Как подать заявку на Кредит наличными?,25,Kredit_nalichnymi,1
Others,ru,Cards,Cards,Карты,Банкомат изъял мою карту,2,Cards_Common,1
Others,ru,Credits,Credits,Кредиты,На какой срок дают кредит наличными иностранцам?,25,Kredit_nalichnymi,1
Others,ru,Credits,Credits,Кредиты,Как военнослужащим получить кредит наличными?,25,Kredit_nalichnymi,1
BCC_KZ,ru,BCC_KZ,BCC_KZ,BСС.KZ,"Погасил кредит, почему все еще отображается в мобильном приложении?",1223,BCC_KZ_Common,1
Others,ru,PKO,Credits,ПКО ФЛ,Уступка родственникам: кому можно уступить средства ЕПВ?,158,PKO_Common,0
Others,ru,Credits,Credits,Кредиты,Как оформить кредит наличными?,25,Kredit_nalichnymi,1
Credits,ru,Credits,Credits,Кредиты,Как нужно платить кредит при аннуитетyом графике?,25,Kredit_nalichnymi,1
Others,ru,Credits,Credits,Кредиты,"Как проверить, одобрят ли мне кредит наличными?",25,Kredit_nalichnymi,1
Others,ru,Credits,Credits,Кредиты,Сколько ждать ответ по заявке на кредит наличными?,25,Kredit_nalichnymi,1
Others,ru,Credits,Credits,Кредиты,Какую сумму можно получить по кредиту наличными?,25,Kredit_nalichnymi,1
Others,ru,Credits,Credits,Кредиты,я могу оформить кредит наличными?,25,Kredit_nalichnymi,1
Credits,ru,Credits,Credits,Кредиты,Как можно погасить кредит наличными раньше срока?,25,Kredit_nalichnymi,1
Ipoteka,ru,Credits,Ipoteka,Кредиты,Как подать заявку на онлайн ипотеку?,28,Online_ipoteka,0
Ipoteka,ru,Credits,Ipoteka,Кредиты,"Какие условия ""Ипотеки 7-20-25""?",32,_7_20_25,0
Cards,ru,Cards,Cards,Карты,Какой пакет услуг у меня подключен?,2,Cards_Common,1
Others,ru,Credits,Credits,Кредиты,Какие документы нужны для оформления кредита наличными?,25,Kredit_nalichnymi,1
Credits,ru,Credits,Credits,Кредиты,Как выбирается способ погашения кредита наличными?,25,Kredit_nalichnymi,1
Cards,ru,Cards,Cards,Карты,Я хочу открыть карту картакарта без кредитного лимита,4,CardCard,1
Others,ru,Credits,Credits,Кредиты,Как оплачивается основной долг по кредиту наличными?,25,Kredit_nalichnymi,1
Credits,ru,Credits,Credits,Кредиты,Можно ли досрочно погасить товарный кредит BI?,34,Credit_BI,1
Others,ru,Cards,Cards,Карты,"Когда я смогу пользоваться картой, если закажу физическую карту?",2,Cards_Common,1
Cards,ru,Cards,Cards,Карты,Какие условия пакета услуг Standart?,1233,Pakety_uslug,1
Others,ru,Credits,Credits,Кредиты,С какого возраста можно взять кредит наличными?,25,Kredit_nalichnymi,1
Others,ru,Credits,Credits,Кредиты,Какие документы нужны пенсионерам для получения Кредита наличными?,25,Kredit_nalichnymi,1
Cards,ru,Cards,Cards,Карты,Можно ли открыть картакарта без кредитной линии?,4,CardCard,1
Others,ru,Cards,Cards,Карты,Как установить/изменить лимит на оплату в интернете?,2,Cards_Common,1
Cards,ru,Cards,Cards,Карты,Как разблокировать карту?,2,Cards_Common,1
Cards,ru,Cards,Cards,Карты,Какие условия пакета услуг Comfort?,1233,Pakety_uslug,1
